"","permno","ticker","cusip","company_name","exchange"
"5439",75382,"TRE","89474520","TREMONT CORPORATION","NYSE"
"5440",75383,"BEC","07581610","BECKMAN INSTRUMENTS","NYSE"
"5441",75383,"BEC","07581110","BECKMAN COULTER INC","NYSE"
"5442",75385,"BCU","09954120","BORDEN CHEMICAL LIMITED PART","NYSE"
"5443",75386,"BST","11101520","BRITISH STL PLC","NYSE"
"5444",75386,"BST","11101530","BRITISH STEEL PLC","NYSE"
"5445",75386,"CGA","22087M10","CORUS GROUP PLC","NYSE"
"5446",75387,"CM","19387030","COLES MYER","NYSE"
"5447",75387,"CM","19387040","COLES MYER","NYSE"
"5448",75388,"TEM","87993010","TEMCO HOME HEALT","AMEX"
"5449",75388,"WMD","95058J10","TEMCO HOME HEALT","AMEX"
"5450",75390,"DVN","25179910","DEVON ENERGY COR","AMEX"
"5451",75394,"ENT","29393110","ENTERTAINMNT PUB","AMEX"
"5452",75397,"GIT","37636510","GITANO GROUP INC","NYSE"
"5453",75398,"GLO","37935710","GLOBAL OCEAN CAR","AMEX"
"5454",75400,"HKT","43857920","HONG KONG TELECO","NYSE"
"5455",75400,"HKT","12682810","CABLE & WIRELESS HKT","NYSE"
"5456",75402,"KTM","49265310","KETEMA INC","AMEX"
"5457",75407,"MSA","58507230","MEDUSA CORP","NYSE"
"5458",75416,"RPS","74970910","RAMCO-GERSHENSON PROPERTIES","NYSE"
"5459",75416,"RPT","75145210","RAMCO-GERSHENSON PROPERTIES","NYSE"
"5460",75416,"RPT","75145220","RAMCO-GERSHENSON PROPERTIES","NYSE"
"5461",75416,"RPT","74971D10","RPT REALTY","NYSE"
"5462",75418,"RTG","74981620","RACAL TELECOM","NYSE"
"5463",75418,"VOD","92857T10","VODAFONE GROUP PLC","NYSE"
"5464",75418,"VOD","92857W10","VODAFONE GROUP PLC","NYSE"
"5465",75418,"VOD","92857W20","VODAFONE GROUP PLC","NYSE"
"5466",75419,"RII","76116510","RESORT INCOME IN","AMEX"
"5467",75422,"STX","85890310","STERLING CHEM","NYSE"
"5468",75423,"XP","86672510","SUN EXPLORATION","NYSE"
"5469",75423,"ORX","68763F10","ORYX ENERGY CO","NYSE"
"5470",75424,"TTT","87928C10","TELECOM-USA","NYSE"
"5471",75431,"WAH","95707110","WESTAIR HLDGS","AMEX"
"5472",75432,"CEC","12513710","CEC ENTERTAINMENT INC.","NYSE"
"5473",75433,"AHN","00209C10","ATC HEALTHCARE INC","AMEX"
"5474",75444,"LYO","55207810","LYONDELL","NYSE"
"5475",75445,"TCA","88355K20","THERMO CARDIOSYSTEMS INC","AMEX"
"5476",75449,"TMS","89621510","TRIMAS CP","NYSE"
"5477",75454,"BHM","05490410","B&H MARITME CARR","AMEX"
"5478",75454,"EXM","V3267N10","EXCEL MARITIME CARRIERS","AMEX"
"5479",75456,"FIA","31562160","FIAT S.P.A.","NYSE"
"5480",75456,"FIA","31562188","FIAT S.P.A.","NYSE"
"5481",75460,"TNC","88034510","TENNANT CO","NYSE"
"5482",75462,"MLK","57690110","MATLACK SYSTEMS","AMEX"
"5483",75466,"WBK","96121430","WESTPAC BANKING CORP","NYSE"
"5484",75467,"NHR","63634610","NATL HERITAGE","NYSE"
"5485",75467,"EHI","30023910","EVERGREEN HEALTH","NYSE"
"5486",75469,"ACN","00511310","ACUSON CORP","NYSE"
"5487",75470,"MBY","59627810","MIDDLEBY","AMEX"
"5488",75473,"TEJ","87907510","TEJAS GAS CORP D","NYSE"
"5489",75474,"VMG","06682P10","LEGEND PROPERTIES INC","NYSE"
"5490",75475,"VLT","92091310","VAN KAMPEN MERT LTD TRM HI I","NYSE"
"5491",75475,"VLT","92091350","VAN KAMPEN HIGH INCOME TRUST II","NYSE"
"5492",75475,"VLT","46131F10","INVESCO VAN KAMPEN HIGH INCOME T","NYSE"
"5493",75477,"AMA","00754C10","ALARIS MEDICAL INC","AMEX"
"5494",75477,"AMA","01163710","ALARIS MEDICAL INC","AMEX"
"5495",75477,"AMI","01163710","ALARIS MEDICAL INC","AMEX"
"5496",75478,"CID","16867C10","CHIEFTAIN DEV","AMEX"
"5497",75479,"ELJ","28716110","ELJER IND","NYSE"
"5498",75480,"MFN","58939510","MERCURY FINANCE","NYSE"
"5499",75481,"SCZ","80860610","SCHWITZER INC","NYSE"
"5500",75482,"SCT","80934010","SCOTSMAN","NYSE"
"5501",75502,"RF","75075910","RAILROAD FINL KA","AMEX"
"5502",75505,"TLP","88033110","TENERA L P","AMEX"
"5503",75505,"TNR","88033K10","TENERA L P","AMEX"
"5504",75509,"SCNB","86473910","SUFFOLK BANCORP","NYSE"
"5505",75518,"CRA","22674M10","CRITICAL CARE AM","NYSE"
"5506",75527,"ZQK","74838C10","QUIKSILVER INC","NYSE"
"5507",75545,"CMD","22690110","CRITICARE SYSTEM","AMEX"
"5508",75549,"DOR","29264N30","ENDOREX CORP.","AMEX"
"5509",75549,"DOR","25809410","DOR BIOPHARMA INC","AMEX"
"5510",75556,"NBN","66390410","NORTHEAST BANCORP","AMEX"
"5511",75558,"IMR","44968110","IMCO RECYCLING","NYSE"
"5512",75558,"ARS","01447710","ALERIS INTERNATIONAL INC","NYSE"
"5513",75570,"MLD","56120810","MALLARD COACH","AMEX"
"5514",75573,"ODP","67622010","OFFICE DEPOT","NYSE"
"5515",75587,"IC","45187210","ILLINOIS CENT TR","NYSE"
"5516",75588,"NCN","65549287","NORCEN ENE RES","AMEX"
"5517",75588,"NCN","65549285","NORCEN ENERGY RESOURCES LTD","AMEX"
"5518",75591,"IEX","45167R10","IDEX CORPORATION","NYSE"
"5519",75592,"PCL","72923710","PLUM CREEK TIMBE","NYSE"
"5520",75592,"PCL","72925110","PLUM CREEK TIMBER CO INC","NYSE"
"5521",75593,"TCM","87285710","T/SF COMMUNICATIONS CORP","AMEX"
"5522",75594,"BNG","08179540","BENETTON GRP SPA","NYSE"
"5523",75596,"MAG","55942410","MAGNETEK INC","NYSE"
"5524",75596,"MAG","55942440","MAGNETEK INCORPORATED","NYSE"
"5525",75597,"WS","94877410","WEIRTON STL CORP","NYSE"
"5526",75602,"SFD","83238810","SMITHS FOOD & D","NYSE"
"5527",75604,"CGR","21628420","COOKER RESTAURANT","NYSE"
"5528",75615,"DFI","26708410","DUTYFREE INT'L","NYSE"
"5529",75618,"AFP","00826210","AFFIL PUBNS INC","NYSE"
"5530",75621,"WBN","92939410","WABAN INC","NYSE"
"5531",75621,"HBI","43738E10","HOMEBASE INC","NYSE"
"5532",75621,"HTH","44183S10","HOUSE2HOME INC","NYSE"
"5533",75622,"BPT","05563010","BP PRUDHOE BAY RTY TR","NYSE"
"5534",75624,"VLC","65655010","NORTANKER","AMEX"
"5535",75625,"CS","12692010","CABLETRON SYS","NYSE"
"5536",75625,"ETS","29363710","ENTERASYS NETWORKS INC","NYSE"
"5537",75625,"ETS","29363740","ENTERASYS NETWORKS INC","NYSE"
"5538",75629,"MCX","55267Q10","MC SHIPPING INC","AMEX"
"5539",75632,"REP","76026T20","REPSOL S A","NYSE"
"5540",75643,"SCO","83185810","SMITH CORONA CORP","NYSE"
"5541",75645,"BMT","09060N10","BIOMAGNETIC TECH","AMEX"
"5542",75646,"AGN","01849010","ALLERGAN INC","NYSE"
"5543",75647,"MII","61933110","THIOKOL CORP","NYSE"
"5544",75647,"MII","61933510","MORTON INTL","NYSE"
"5545",75648,"SBH","83237830","SMTHKLNE BHM `A'","NYSE"
"5546",75649,"TG","89465010","TREDEGAR IND","NYSE"
"5547",75650,"CRH","12626K20","CRH PLC","NYSE"
"5548",75652,"TEVA","88162420","TEVA PHARMACEUTICAL INDS LTD","NYSE"
"5549",75658,"PMB","74155G10","PRIME BANCSHARES INC","AMEX"
"5550",75660,"MRL","56824020","MARINE DRILLING COMPANIES","NYSE"
"5551",75675,"TPS","89053010","TOP SOURCE TECHNOLOGIES INCORPOR","AMEX"
"5552",75675,"GTN","37939M10","GLOBAL TECHNOVATIONS","AMEX"
"5553",75700,"BSN","10114330","BOSTON TECHNOLOGY INC","NYSE"
"5554",75702,"HWK","48619410","H. W. KAUFMAN","AMEX"
"5555",75734,"BTN","08328810","BENTON OIL & GAS CO","AMEX"
"5556",75734,"BNO","08328810","BENTON OIL & GAS CO","NYSE"
"5557",75734,"HNR","41754V10","HARVEST NATURAL RESOURCES","NYSE"
"5558",75734,"HNR","41754V20","HARVEST NATURAL RESOURCES","NYSE"
"5559",75754,"ISDR","46520M20","ISSUER DIRECT CORP","AMEX"
"5560",75789,"FRE","31340030","FED HOME LN MTG","NYSE"
"5561",75790,"GEG","38390610","GRACE ENERGY COR","NYSE"
"5562",75792,"OPI","67646310","OGDEN PROJECTS","NYSE"
"5563",75793,"AWT","00905810","AIR & WATER TECH","AMEX"
"5564",75793,"AAI","03836710","AQUA ALLIANCE INC.","AMEX"
"5565",75807,"CWP","12683020","CABLE & WIRELESS PLC","NYSE"
"5566",75808,"ECP","15464710","CENTRAL NEWSPAPERS INC","NYSE"
"5567",75811,"MBK","60674230","BK OF TOKYO-MITSUBISHI(P)","NYSE"
"5568",75811,"MBK","06537910","BK OF TOKYO-MITSUBISHI(P)","NYSE"
"5569",75811,"MTF","60681610","MITSUBISHI TOKYO FINANCIAL GROUP","NYSE"
"5570",75811,"MTU","60682210","MITSUBISHI UFJ FINANCIAL GROUP I","NYSE"
"5571",75811,"MUFG","60682210","MITSUBISHI UFJ FINANCIAL GROUP I","NYSE"
"5572",75815,"CHT","16090210","CHART HOUSE ENTE","NYSE"
"5573",75816,"TYL","90218310","TYLER CP NEW","NYSE"
"5574",75817,"V","92855M10","VIVRA","NYSE"
"5575",75819,"VC","92260210","VENCOR INC","NYSE"
"5576",75819,"VTR","92276F10","VENCOR INC","NYSE"
"5577",75820,"FCT","31959110","FIRST CITY BANCORP INC TENNESSEE","AMEX"
"5578",75823,"ALU","01978210","ALLOU HEALTH & BEAUTY CARE I","AMEX"
"5579",75825,"EOG","29356210","ENRON OIL & GAS","NYSE"
"5580",75825,"EOG","26875P10","EOG RESOURCES INC","NYSE"
"5581",75832,"EBP","29216210","EMPLOYEE BENEFIT","NYSE"
"5582",75844,"POT","73755L10","POTASH CORP SASK INC","NYSE"
"5583",75844,"NTR","67077M10","NUTRIEN LTD","NYSE"
"5584",75846,"APT","03464210","ANGELES PARTICIPATING MTG TR","AMEX"
"5585",75846,"APT","85568V10","STARWOOD FINANCIAL TRUST","AMEX"
"5586",75846,"APT","85568W10","STARWOOD FINANCIAL TRUST","AMEX"
"5587",75846,"SFI","85569R10","STARWOOD FINANCIAL INC","NYSE"
"5588",75846,"SFI","45031U10","ISTAR FINANCIAL INC","NYSE"
"5589",75846,"STAR","45031U10","ISTAR FINANCIAL INC","NYSE"
"5590",75848,"ECI","26825610","AMERICAN PHOENIX GROUP INC","AMEX"
"5591",75849,"UBS","91164610","UNITED STATES BIOSCIENCE I","AMEX"
"5592",75849,"UBS","91164620","UNITED STATES BIOSCIENCE I","AMEX"
"5593",75850,"HS","42221E10","HEALTHSOURCE INC","NYSE"
"5594",75857,"SLR","83418210","SOLECTRON CORP","NYSE"
"5595",75858,"KAR","91724L10","AMERICREDIT CORP","NYSE"
"5596",75858,"ACF","03060R10","AMERICREDIT CORP","NYSE"
"5597",75878,"PHO","71257410","PEOPLES TEL CO INC","AMEX"
"5598",75880,"FBR","31935610","FIRST BRANDS CORP","NYSE"
"5599",75881,"GI","37450810","GIANT INDS INC","NYSE"
"5600",75883,"MVG","60454M10","MINVEN GOLD CP","AMEX"
"5601",75883,"DKT","23423G10","DAKOTA MINING CORPORATION","AMEX"
"5602",75886,"PLG","73173310","POLYGRAM N V","NYSE"
"5603",75888,"WGR","95825910","WESTERN GAS RESOURCES INCORP","NYSE"
"5604",75889,"ARK","04123410","ARKLA EXPL CO","NYSE"
"5605",75891,"BTZ","08490010","BERLITZ INTL INC","NYSE"
"5606",75892,"CMM","12626M10","CRIIMI MAE INCORPORATED","NYSE"
"5607",75892,"CMM","22660310","CRIIMI MAE INCORPORATED","NYSE"
"5608",75892,"CMM","22660350","CRIIMI MAE INCORPORATED","NYSE"
"5609",75893,"CFR","12627J10","CRI LIQUIDATING REIT INC","NYSE"
"5610",75894,"EDS","28106710","EDISTO RESOURCES CORPORATION","AMEX"
"5611",75894,"EDS","28106730","EDISTO RESOURCES CORPORATION","AMEX"
"5612",75894,"EDT","28106730","EDISTO RESOURCES CORPORATION","AMEX"
"5613",75897,"PXG","71903M10","PHOENIX FOOTWEAR GRP INC","AMEX"
"5614",75897,"PXG","71903M20","PHOENIX FOOTWEAR GRP INC","AMEX"
"5615",75899,"ICF","44924410","ICF KAISER INTERNATIONAL INC","NYSE"
"5616",75899,"KSR","48306010","KAISER GROUP INTERNATIONAL","NYSE"
"5617",75900,"AZR","05480210","AZTAR CORP","NYSE"
"5618",75929,"RPC","77049110","ROBERTS PHARMACEUTICAL CORP","AMEX"
"5619",75931,"HDX","40501910","HADSON ENERGY RES CORP","AMEX"
"5620",75936,"HSM","44090710","HORSHAM CP","NYSE"
"5621",75936,"TZH","89693810","TRIZEC HAHN CORPORATION","NYSE"
"5622",75937,"LUX","55068R20","LUXOTTICA GROUP S P A","NYSE"
"5623",75941,"WMC","95869430","WMC LIMITED","NYSE"
"5624",75941,"WMC","92894710","WMC LIMITED","NYSE"
"5625",75941,"AWC","02220510","ALUMINA LIMITED","NYSE"
"5626",75945,"BHC","05544810","BHC COMMUNICATIONS INC","AMEX"
"5627",75946,"STS","72579020","PITTWAY CORP","AMEX"
"5628",75946,"PRY","72579020","PITTWAY CORP","AMEX"
"5629",75950,"YES","98477910","YANKEE ENERGY SYS INC","NYSE"
"5630",75957,"DRC","23329510","INTEGRATED ORTHOPAEDICS INC","AMEX"
"5631",75957,"IOI","45812S10","INTEGRATED ORTHOPAEDICS INC","AMEX"
"5632",75962,"COR","22052430","CORTEX PHARMACEUTICALS, INC.","AMEX"
"5633",75985,"HAF","40624Q10","HALLMARK FINANCIAL SERVICES INC","AMEX"
"5634",75985,"HAF","40624Q20","HALLMARK FINANCIAL SERVICES INC","AMEX"
"5635",75986,"TMD","88390110","THERMEDICS INC","AMEX"
"5636",76011,"PHX","71891010","PHOENIX NETWORK, INC.","AMEX"
"5637",76013,"WMCO","96946560","WILLIAMS CONTROLS INCORPORATED","AMEX"
"5638",76022,"TBY","87224510","TCBY ENTERPRISES","NYSE"
"5639",76037,"CBC","14056D10","CAPITOL BANCORP LIMITED","NYSE"
"5640",76060,"STB","85571610","STATE BANCORP INC. NY","AMEX"
"5641",76062,"RMO","75158110","RAMSAY-HMO","NYSE"
"5642",76066,"MUS","57305610","MARTECH USA INC","NYSE"
"5643",76075,"HEN","42550P10","MAXXIM MEDICAL INC","AMEX"
"5644",76075,"MAM","57777G10","MAXXIM MEDICAL INC","AMEX"
"5645",76081,"THO","88516010","THOR INDS INC","NYSE"
"5646",76082,"COG","12709710","CABOT OIL & GAS","NYSE"
"5647",76085,"RDA","75526710","READERS DIGEST ASSN INC","NYSE"
"5648",76088,"TPP","87238410","TEPPCO PARTNERS L P","NYSE"
"5649",76089,"BAS","06990420","BASS PLC","NYSE"
"5650",76089,"SXC","83001810","SIX CONTINENTS PLC","NYSE"
"5651",76090,"PRI","74342A10","HARRAHS ENTERTAINMENT","NYSE"
"5652",76090,"HET","41361910","HARRAHS ENTERTAINMENT","NYSE"
"5653",76091,"SUG","84403010","SOUTHERN UNION CO","AMEX"
"5654",76094,"HIL","43157610","HILLHAVEN CORPORATION NEVADA","AMEX"
"5655",76094,"HIL","43157620","HILLHAVEN CORPORATION NEVADA","NYSE"
"5656",76097,"CII","12551L10","CII FINL INC","AMEX"
"5657",76099,"DFG","24713110","DELPHI FINL GROUP INC","NYSE"
"5658",76101,"TBI","89860010","TUBOSCOPE INC","NYSE"
"5659",76101,"VRC","92212210","VARCO INTERNATIONAL INC","NYSE"
"5660",76116,"GNV","37225210","GENEVA STEEL","NYSE"
"5661",76122,"SFR","80201210","SANTA FE ENERGY RESOURCES","NYSE"
"5662",76122,"SFS","80218K10","SANTA FE SYNDER CORP","NYSE"
"5663",76123,"SJP","79016110","SAINT JOE CORPORATION","NYSE"
"5664",76123,"SJP","79014810","SAINT JOE CORPORATION","NYSE"
"5665",76123,"JOE","79014810","SAINT JOE CORPORATION","NYSE"
"5666",76125,"NVX","65720110","NORTH AMERN VACCINE INC","AMEX"
"5667",76127,"TTI","88162F10","TETRA TECHNOLOGIES INC DEL","NYSE"
"5668",76131,"PKT","72342910","PINKERTON'S INC.","NYSE"
"5669",76135,"GVA","38732810","GRANITE CONSTRUCTION INC","NYSE"
"5670",76136,"UTR","91327510","UNITRIN INC","NYSE"
"5671",76136,"KMPR","48840110","KEMPER CORP","NYSE"
"5672",76139,"ORB","68556410","ORBITAL SCIENCES CORP","NYSE"
"5673",76142,"VFI","92342910","VERIFONE INC","NYSE"
"5674",76146,"FHT","31786710","FINGERHUT COS INC","NYSE"
"5675",76148,"RTI","74961H10","RMI TITANIUM CO","NYSE"
"5676",76148,"RTI","74961H20","RMI TITANIUM CO","NYSE"
"5677",76148,"RTI","74973W10","RTI INTERNATIONAL METALS","NYSE"
"5678",76149,"SWY","78651420","SAFEWAY INC","NYSE"
"5679",76150,"WAL","93056910","WAHLCO ENVIRONMENTAL SYS INC","NYSE"
"5680",76150,"WAL","93056920","WAHLCO ENVIRONMENTAL SYS INC","NYSE"
"5681",76156,"SDP","86669220","SUNSOURCE LP-CL B","NYSE"
"5682",76156,"SDP","86794220","SUNSOURCE LP-CL B","NYSE"
"5683",76156,"SDP","86794810","SUNSOURCE LP-CL B","NYSE"
"5684",76158,"SNY","83348210","SNYDER OIL CORP","NYSE"
"5685",76159,"NFC","62892320","NFC PLC","AMEX"
"5686",76159,"NFC","62892330","NFC PLC","AMEX"
"5687",76159,"NFC","62892350","NFC PLC","AMEX"
"5688",76159,"XLL","30198010","EXEL PLC","AMEX"
"5689",76162,"FIL","80101810","SANIFILL INC","AMEX"
"5690",76171,"COL","19770920","COLUMBIA HCA HEALTHCARE CORP.","NYSE"
"5691",76171,"COL","19767910","COLUMBIA HCA HEALTHCARE CORP.","NYSE"
"5692",76171,"COL","19767710","COLUMBIA HCA HEALTHCARE CORP.","NYSE"
"5693",76171,"HCA","40411910","HCA - THE HEALTHCARE COM","NYSE"
"5694",76173,"MAW","59523F10","MID-AMERN WASTE SYS INC","NYSE"
"5695",76177,"MME","59523C10","MID ATLANTIC MED SVCS INC","NYSE"
"5696",76179,"CZP","23129410","CURRAGH RES INC","NYSE"
"5697",76185,"TYL","90218410","TYLER CORPORATION DEL","NYSE"
"5698",76185,"TYL","90225210","TYLER TECHNOLOGIES INC","NYSE"
"5699",76186,"CHC","16888710","CHILES OFFSHORE","AMEX"
"5700",76190,"AMI","02742810","AMERN MED HLDGS","AMEX"
"5701",76191,"IPR","45821E10","INTL COMFORT PRODUCTS CO","AMEX"
"5702",76191,"ICP","45897810","INTL COMFORT PRODUCTS CO","AMEX"
"5703",76209,"PKS","74054020","PREMIER PARKS","NYSE"
"5704",76209,"PKS","83001P10","SIX FLAGS INC","NYSE"
"5705",76209,"SIX","83001P10","SIX FLAGS INC","NYSE"
"5706",76210,"JSB","46624M10","JSB FINANCIAL INC","NYSE"
"5707",76213,"SOS","86731410","SUNDOWNER OFFSHORE SVCS","AMEX"
"5708",76218,"PLA","72811730","PLAYBOY ENTERPRISES INC","NYSE"
"5709",76219,"TRH","89352110","TRANSATLANTIC HLDGS INC","NYSE"
"5710",76221,"RTZ","74974K70","RIO TINTO PLC","NYSE"
"5711",76221,"RTP","76720410","RIO TINTO PLC","NYSE"
"5712",76221,"RIO","76720410","RIO TINTO PLC","NYSE"
"5713",76222,"EEC","29394010","ENVIRONMENTAL ELEMENTS CORP","NYSE"
"5714",76224,"BEI","08160H10","BENCHMARK ELECTRS INC","AMEX"
"5715",76224,"BHE","08160H10","BENCHMARK ELECTRS INC","AMEX"
"5716",76226,"VIA","92552430","VIACOM INTERNATIONAL INCORPO","AMEX"
"5717",76226,"CBS","12485720","CBS CORPORATION","NYSE"
"5718",76238,"NEV","67050910","NUEVO ENERGY CO","NYSE"
"5719",76240,"BJS","05548210","BJ SVCS CO","NYSE"
"5720",76242,"TCH","20444920","CIA TELECOMUNICACION DE CHILE","NYSE"
"5721",76242,"CTC","20444920","CIA TELECOMUNICACION DE CHILE","NYSE"
"5722",76242,"CTC","20444930","CIA TELECOMUNICACION DE CHILE","NYSE"
"5723",76245,"OFP","67626910","OFFSHORE PIPELINES INC","NYSE"
"5724",76247,"BAR","06652510","BANNER AEROSPACE INC","NYSE"
"5725",76248,"FH","35040110","FOUNDATION HEALTH CORP","AMEX"
"5726",76251,"IDT","45670310","INFORMATION DISP","AMEX"
"5727",76251,"PLI","73180510","POLYVISION CORPORATION","AMEX"
"5728",76258,"GOG","37423010","GERRITY OIL & GAS CORP","NYSE"
"5729",76263,"IC","45184110","ILLINOIS CENT CORP","NYSE"
"5730",76266,"PRK","70065810","PARK NATIONAL CORPORATION","AMEX"
"5731",76270,"ORN","68685710","ORNDA HEALTHCORP","NYSE"
"5732",76272,"VPI","92746010","VINTAGE PETE INC","NYSE"
"5733",76274,"CRD","22463320","CRAWFORD & COMPANY","NYSE"
"5734",76276,"BRR","00087B10","TIME ENERGY SYS","AMEX"
"5735",76282,"RII","76051610","REPUBLIC INDUSTRIES INCORPORATED","NYSE"
"5736",76282,"AN","05329W10","AUTONATION INC.","NYSE"
"5737",76285,"CVN","12467H10","C&S/SOVRAN FINL","NYSE"
"5738",76286,"PAM","69764210","PAMIDA HLDGS CORP","AMEX"
"5739",76330,"MOC","20050L10","COMMAND SECURITY CORPORATION","AMEX"
"5740",76335,"PQP","74757830","QUALITY PRODUCTS INCORPORATED","AMEX"
"5741",76335,"PQP","74757840","QUALITY PRODUCTS INCORPORATED","AMEX"
"5742",76340,"TPY","88800230","TIPPERARY CORPORATION","AMEX"
"5743",76355,"FFI","34963X20","FORTUNE DIVERSIFIED INDUSTRIES","AMEX"
"5744",76366,"HCT","42273010","HECTOR COMMUNICATIONS CORP","AMEX"
"5745",76383,"AVN","05348P10","AVANIR PHARMACEUTICALS","AMEX"
"5746",76383,"AVN","05348P40","AVANIR PHARMACEUTICALS","AMEX"
"5747",76391,"MRX","58469030","MEDICIS PHARMACEUTICAL CORP","NYSE"
"5748",76405,"NCE","65864910","NORTH COAST ENERGY INC","AMEX"
"5749",76422,"MDB","74311210","PROFESSIONAL BANCORP INC","AMEX"
"5750",76448,"TFS","88554L10","THREE-FIVE SYSTEMS INCORPORATED","AMEX"
"5751",76461,"FHC","97681710","FEMALE HEALTH COMPANY","AMEX"
"5752",76461,"FHC","31446210","FEMALE HEALTH COMPANY","AMEX"
"5753",76462,"KFI","50076020","KRAUSE'S FURNITURE INC","AMEX"
"5754",76474,"WCG","97062420","WILLIS CORROON PLC","NYSE"
"5755",76475,"AW","03040610","AMERICAN WASTE SERVICES INCO","NYSE"
"5756",76477,"ATK","01880410","ALLIANT TECHSYSTEMS INC","NYSE"
"5757",76477,"OA","68557N10","ORBITAL ATK INC","NYSE"
"5758",76478,"ESE","26903020","ESCO ELECTRONICS CORPORATION","NYSE"
"5759",76478,"ESE","26903010","ESCO ELECTRONICS CORPORATION","NYSE"
"5760",76478,"ESE","29631510","ESCO TECHNOLOGY CORPORATION","NYSE"
"5761",76481,"ECG","02553G10","AMERICAN ECO CORPORATION","AMEX"
"5762",76482,"GGE","39818910","GRIFFIN GAMING & ENTERTAINMENT","AMEX"
"5763",76492,"MWR","59837410","MIDAMERICAN ENERGY HLDGS CO","NYSE"
"5764",76492,"MEC","59562010","MIDAMERICAN ENERGY HLDGS CO","NYSE"
"5765",76492,"MEC","59592010","MIDAMERICAN ENERGY HLDGS CO","NYSE"
"5766",76493,"AIB","01922840","ALLIED IRISH BANKS","NYSE"
"5767",76493,"AIB","01922880","ALLIED IRISH BANKS (AIB)","NYSE"
"5768",76497,"CBC","15640T10","CENTURA BANKS INC","NYSE"
"5769",76498,"VEN","92327510","VENTURE STORES INC","NYSE"
"5770",76499,"BRC","06827710","BAROID CORPORATION NEW","NYSE"
"5771",76512,"LDW","50730K20","LAIDLAW INC","NYSE"
"5772",76512,"LDW","50730K50","LAIDLAW INC","NYSE"
"5773",76513,"CDX","14911110","CATELLUS DEV CORP","NYSE"
"5774",76513,"CDX","14911310","CATELLUS DEV CORP","NYSE"
"5775",76515,"DHC","23627410","DANIELSON HOLDING CORP.","AMEX"
"5776",76515,"DHC","22282E10","COVANTA HOLDING CORP","AMEX"
"5777",76515,"CVA","22282E10","COVANTA HOLDING CORP","NYSE"
"5778",76543,"AEL","00910110","ITEQ INC","AMEX"
"5779",76543,"ATS","00910110","ITEQ INC","AMEX"
"5780",76557,"KRB","55262L10","MBNA CORP","NYSE"
"5781",76560,"PL","72308910","PINELANDS INC","NYSE"
"5782",76561,"MXX","46005H10","INTERNATIONAL MUREX TECHS CO","AMEX"
"5783",76563,"FMY","59309810","MEYER FRED INC D","NYSE"
"5784",76563,"FMY","59290710","MEYER FRED INC DEL","NYSE"
"5785",76565,"HMA","42193310","HEALTH MGMT ASSOC INC NEW","NYSE"
"5786",76566,"ZLG","98952410","ZILOG INC","NYSE"
"5787",76573,"MLI","62475610","MUELLER INDUSTRIES INCORPORATED","NYSE"
"5788",76574,"SCK","78388010","SC BANCORP / CALIFORNIA","AMEX"
"5789",76576,"WEM","95815310","ONSITE ENERGY CORPORATION","AMEX"
"5790",76576,"ONS","68284P10","ONSITE ENERGY CORPORATION","AMEX"
"5791",76578,"CYH","20366610","COMMUNITY HEALTH SYSTEMS INC","NYSE"
"5792",76592,"GRM","38609030","GRAND MET PLC","NYSE"
"5793",76592,"DEO","25243Q10","DIAGEO PLC","NYSE"
"5794",76592,"DEO","25243Q20","DIAGEO PLC","NYSE"
"5795",76593,"ENG","25063N10","DESTEC ENERGY INC","NYSE"
"5796",76596,"ASZ","03216110","AMSCO INTL INC","NYSE"
"5797",76597,"RN","74960K10","RJR NABISCO HOLDINGS CORP","NYSE"
"5798",76597,"RN","74960K87","RJR NABISCO HOLDINGS CORP","NYSE"
"5799",76597,"NGH","62952P10","NABISCO GROUP HOLDINGS","NYSE"
"5800",76598,"MAV","57791410","MAVERICK TUBE CORP","AMEX"
"5801",76598,"MVK","57791410","MAVERICK TUBE CORP","NYSE"
"5802",76602,"PSB","69360J10","PS BUSINESS PARKS INC","AMEX"
"5803",76605,"AZO","05333210","AUTOZONE INC","NYSE"
"5804",76607,"CLD","12878710","CALDOR CORP","NYSE"
"5805",76608,"PT","71582510","PET INC","NYSE"
"5806",76609,"GYM","84891510","SPORT SUPPLY GROUP INC","AMEX"
"5807",76613,"IO","45765210","INPUT/OUTPUT INC","NYSE"
"5808",76613,"IO","46204410","ION GEOPHYSICAL CORP","NYSE"
"5809",76613,"IO","46204420","ION GEOPHYSICAL CORP","NYSE"
"5810",76615,"VH","92039310","VALUE HEALTH INC","NYSE"
"5811",76616,"AHO","50046730","AHOLD NV","NYSE"
"5812",76616,"AHO","50046740","KONINKLIJKE AHOLD NV","NYSE"
"5813",76619,"CVH","22286210","COVENTRY CORP","NYSE"
"5814",76622,"UAH","90934C10","UNITED AMERN HEALTHCARE CORP","NYSE"
"5815",76626,"IHS","45812C10","INTEGRATED HEALTH SERVICES INC","NYSE"
"5816",76632,"EZS","26932910","E Z SERVE","AMEX"
"5817",76633,"CHI","36111510","FURR/BISHOP CAFE","NYSE"
"5818",76634,"TPC","87907910","TPC CORPORATION","AMEX"
"5819",76634,"TPC","87261610","TPC CORPORATION","AMEX"
"5820",76635,"DUR","26633L10","DURACELL INTL INC","NYSE"
"5821",76636,"TMX","87940378","TELEFONOS DE MEXICO 'L'","NYSE"
